,name,new_price,old_price,discount,rating,votes
658,"Oppo A58, 6.72'' 6GB RAM + 128GB ROM, 50Mp Camera, 4G LTE,  (Dual Sim), 5000mAh - Dazzling  Green + Smart watch & Earpods","KSh 26,299","KSh 39,999",34%,4.8 out of 5,4.8 out of 5(9)
659,"Phelistar Antenna Aerial & 14"" - 43"" Mount For Digital TV",KSh 850,"KSh 1,500",43%,3.7 out of 5,3.7 out of 5(129)
660,Samsung 25 W Fast Type C Charger 25W USB C Adapter,KSh 940,,,4.7 out of 5,4.7 out of 5(45)
661,37 Grids Silicon Ice Cube Maker Tray + Top Cover,KSh 399,KSh 700,43%,4.3 out of 5,4.3 out of 5(19)
662,Vitron V5201 2.1Ch Multimedia Speaker System BT/USB/MP3 - Black,"KSh 4,200","KSh 6,803",38%,4.2 out of 5,4.2 out of 5(46)
663,Qwen Makeup Sponges Powder Puff Beaty Blender 6 Pcs/set,KSh 489,KSh 800,39%,4.7 out of 5,4.7 out of 5(76)
664,Shea Moisture Jamaican Black Castor Oil Reparative Leave-In Conditioner,"KSh 2,700","KSh 3,000",10%,4.7 out of 5,4.7 out of 5(39)
665,Set Of 2 Bed Pillow (Pair- Pure Fibre Filled).,KSh 900,"KSh 1,500",40%,4.4 out of 5,4.4 out of 5(19)
666,Wireless Earbuds Bluetooth Earphones 5.1 Gaming Earphones Touch Control Headphones,KSh 799,"KSh 1,559",49%,3.7 out of 5,3.7 out of 5(7)
667,Menengai Menengai Cream Bar Soap – 500g,KSh 73,KSh 139,47%,3.9 out of 5,3.9 out of 5(9)
668,Fashion 1PAIR Strong Adjustable Stainless Steel Clear Bra Straps,KSh 199 - KSh 229,KSh 229,13%,3.8 out of 5,3.8 out of 5(37)
669,Rashnik Wooden Chopping Board + Butchery Knife & Plastic Border,KSh 660,,,4.5 out of 5,4.5 out of 5(18)
670,"Roch RFR-110D-B Double Door Fridge, 85L - Silver","KSh 21,699","KSh 25,499",15%,4.5 out of 5,4.5 out of 5(16)
671,Punch-free Great Load Bearing Bathroom Storage Rack Wall Shelf-Grey,KSh 438,KSh 718,39%,4.1 out of 5,4.1 out of 5(11)
672,5 By 8 Soft Fluffy Patches Carpets Non-slip Rugs Floor Mat,"KSh 2,599","KSh 4,000",35%,4 out of 5,4 out of 5(42)
673,5kg Dumbell Set( 2_pieces),"KSh 1,830","KSh 2,225",18%,4.2 out of 5,4.2 out of 5(52)
674,Phone Stand Phone Holder Desktop Stand Free Angle Adjustment,KSh 599,KSh 743,19%,3.8 out of 5,3.8 out of 5(6)
675,Fashion 4pcs Men Underwear Boxers Panties Comfortable Soft,KSh 590,"KSh 1,129",48%,3.8 out of 5,3.8 out of 5(92)
676,Fashion Plain Stylish Slim Fit Black Jeans-Black,"KSh 1,269","KSh 1,800",30%,4.2 out of 5,4.2 out of 5(201)
677,Oraimo FreePods Lite Earbuds - Phantom Black,"KSh 1,899",,,4.7 out of 5,4.7 out of 5(43)
678,AILYONS Electric Kettle Water Heater & Boiler Jug,KSh 940,"KSh 1,200",22%,4.1 out of 5,4.1 out of 5(81)
679,Macaroon Bluetooth Wireless EarphonesEarbuds-White,KSh 549,KSh 905,39%,3.6 out of 5,3.6 out of 5(118)
680,Fashion Men Printed T-shirt Slim Fit,KSh 832,"KSh 1,537",46%,3.5 out of 5,3.5 out of 5(43)
681,VITIKE Fashion Sneakers Men's Shoes - Black+White,"KSh 1,590","KSh 2,650 - KSh 3,000",47%,3.6 out of 5,3.6 out of 5(56)
682,Mekis Jamaican Black Castor + Amla + Rosemary + Peppermint Oil–Promotes Hair Growth & Stops Hair Fall,KSh 560 - KSh 850,"KSh 780 - KSh 1,070",28%,4.3 out of 5,4.3 out of 5(21)
683,Fashion Handbag Women Bag Ladies Underarm Bag Female Messenger Shoulder Bag Wallet,KSh 759,"KSh 1,079",30%,4.3 out of 5,4.3 out of 5(43)
684,"Amtec AM-808 Sub Woofer Sound System -BT/USB/FM-4,000 WATTS","KSh 2,999","KSh 3,300",9%,4 out of 5,4 out of 5(59)
685,Fashion Men's Official  Pure Leather Shoes - Black,"KSh 1,350","KSh 1,499",10%,4.3 out of 5,4.3 out of 5(64)
686,Fashion DADDY'S BOY Short Sleeve Bodysuit + Camou Print Pants + Hat,"KSh 1,226","KSh 1,411 - KSh 1,463",16%,4.4 out of 5,4.4 out of 5(55)
687,Fashion 5 In 1 Printing Mens T Shirts - Multi,"KSh 1,990","KSh 2,500",20%,3.8 out of 5,3.8 out of 5(9)
688,Tisa Nyota Ladies Handbags PU Leather Bucket Bags 3 In 1-Pink,"KSh 1,290","KSh 2,000",36%,3.9 out of 5,3.9 out of 5(63)
689,Fashion Mens Boots Lace Up Shoes,"KSh 2,599","KSh 3,299",21%,5 out of 5,5 out of 5(8)
690,Electric Automatic Water Dispenser Pump Rechargeable White,KSh 615,"KSh 1,100",44%,4.1 out of 5,4.1 out of 5(28)
691,Fashion Men's Shoes Leather Sandals Soft Sole Sandals Beach Shoes Breathable Lace Up,"KSh 1,180","KSh 2,331",49%,4.1 out of 5,4.1 out of 5(52)
692,Fashion Ladies Shoes Athletic Shoes Thick-soled  Casual Shoes Fashion Sneakers,KSh 799,"KSh 1,399",43%,4.8 out of 5,4.8 out of 5(4)
693,Adult Travelling Neck Pillow- Black,KSh 699,KSh 900,22%,4.2 out of 5,4.2 out of 5(74)
694,Genetic Wireless Bluetooth Earphone Headphones Stereo Earbuds HIFI,KSh 409,KSh 799,49%,3.6 out of 5,3.6 out of 5(37)
695,Bluetooth Wireless Mouse Silent Office Rechargeable Mouse,KSh 772,KSh 926,17%,4.2 out of 5,4.2 out of 5(27)
696,"14-43"" Wall Bracket +Free 4 Way Extension",KSh 690,"KSh 1,000",31%,4.2 out of 5,4.2 out of 5(45)
697,10-piece Stackable Stainless Steel Handle Precision Spoon Measuring Spoon Set,KSh 666,KSh 900,26%,4.9 out of 5,4.9 out of 5(20)
698,Fashion 6 Pack Round Neck Plain T-shirts,"KSh 3,500",,,4.1 out of 5,4.1 out of 5(122)
699,Fashion Men Comfortable Gentle Casual Running Lace-up Sneakers Outdoor Sport Shoes Black,"KSh 1,760","KSh 4,199",58%,4.1 out of 5,4.1 out of 5(28)
700,NIVEA Watermelon Shine Lip Balm For Women - 4.8g (Pack Of 2),KSh 725,KSh 804,10%,4.4 out of 5,4.4 out of 5(65)
701,"Tecno Pop 7 Pro 6.6"" 3GB RAM + 64GB ROM  13MP , 5000mAh, Blue + Free Gifts","KSh 13,999","KSh 19,999",30%,4.1 out of 5,4.1 out of 5(30)
702,Fashion 3 In 1 Men's T-Shirt Short Picasso Sleeve Shorts Set With Chain-Black,KSh 899,"KSh 1,359",34%,4.2 out of 5,4.2 out of 5(11)
703,Fashion Chic Moon Star Tassel Charm Double Layer Chain Choker-Golden,KSh 116,KSh 232,50%,4.1 out of 5,4.1 out of 5(20)
704,TC Portable Wardrobe 3 Column - Purple,"KSh 2,597","KSh 5,000",48%,4.2 out of 5,4.2 out of 5(11)
705,"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Silk","KSh 1,900",,,4.3 out of 5,4.3 out of 5(30)
706,Fashion 4 Pcs Women Bag High Capacity Handbag Female Tote Shoulder Bag Crossbody Bag Purse,"KSh 1,099","KSh 1,802",39%,4.1 out of 5,4.1 out of 5(29)
707,Vitron V635 3.1 SUB-WOOFER SYSTEM 10000W+Free 8gb Flash+4 Way.,"KSh 7,499","KSh 13,998",46%,4.3 out of 5,4.3 out of 5(66)
708,Fashion Men's Belt Leather Automatic Buckle Belts - Black,KSh 630,KSh 883,29%,4.4 out of 5,4.4 out of 5(43)
709,3-in-1 Rechargeable Self-Defense Electric Shock Laser Pointer Torch,KSh 900,"KSh 1,500",40%,4.1 out of 5,4.1 out of 5(10)
710,Multiple Power AA 1.2V 3000mAh Rechargeable Batteries,KSh 550,,,4.2 out of 5,4.2 out of 5(77)
711,AILYONS 1000W Electric Dry Iron Box Plus Free 4-Way Extension,"KSh 1,274","KSh 1,500",15%,4.2 out of 5,4.2 out of 5(108)
712,Fashion Mens Vintage Graffiti Beach Shirts  Casual Official T-Shirts,KSh 720,"KSh 1,254",43%,3.4 out of 5,3.4 out of 5(139)
713,1 Din Car Stereo Radio AM/FM Bluetooth Stereo Mp3 Player Voice Control 2 Usb,"KSh 2,499","KSh 3,760",34%,3.8 out of 5,3.8 out of 5(18)
714,Fashion Anti Blue Light Glasses Fashionable Anti Blue Light Sunglasses,KSh 415,KSh 500,17%,3.7 out of 5,3.7 out of 5(40)
715,Himalayan Ashwagandha/ Ashvagandha,KSh 925,"KSh 1,400",34%,4.7 out of 5,4.7 out of 5(48)
716,Fashion 6PACK Finest Quality Cotton Long Lasting Men's Checked Boxers,"KSh 799 - KSh 1,299","KSh 1,299 - KSh 1,599",47%,3.9 out of 5,3.9 out of 5(84)
717,Fashion Geniune Back To School Shoes,"KSh 709 - KSh 1,099","KSh 1,400 - KSh 2,198",50%,4.1 out of 5,4.1 out of 5(57)
718,Non Stick Deep Frying Pan/Pancake Pan,"KSh 999 - KSh 1,050","KSh 1,200 - KSh 1,500",30%,4.5 out of 5,4.5 out of 5(115)
719,Geemy Electric Hair Trimmer Barbering Machine - Kinyozi,"KSh 1,250","KSh 1,800",31%,4 out of 5,4 out of 5(86)
720,Jacob's Creek Jacob's Creek Classic Chardonnay - 750ml,KSh 999,"KSh 1,282",22%,4.4 out of 5,4.4 out of 5(21)
721,Bike Headlight Taillight Night Riding Safety Set,KSh 534,KSh 979,45%,4.1 out of 5,4.1 out of 5(64)
722,Fashion 6pcs Lace Ladies Seamless Panties- Booty Transformation,"KSh 1,199","KSh 2,000",40%,4.3 out of 5,4.3 out of 5(51)
723,5 PCS Kitchenware Utensils Cookware Baking Set Cooking Whisk,KSh 859,"KSh 1,599",46%,4.3 out of 5,4.3 out of 5(26)
724,AILYONS 2.2 LITRES LUXURY ELECTRIC KETTLE HEATER JUG,"KSh 1,228","KSh 1,499",18%,4 out of 5,4 out of 5(101)
725,Fashion Stylish And Unique Casual Outdoor Men Sandles/slippers,"KSh 1,099",,,4.1 out of 5,4.1 out of 5(89)
726,Roch RHB-313-D Hand Blender - 800W - Black,"KSh 1,699","KSh 1,899",11%,4 out of 5,4 out of 5(11)
727,Qwen Selfie Stick Tripod With LED Light  Remote Controller For Mobile Phone,KSh 599,KSh 800,25%,4 out of 5,4 out of 5(58)
728,Wlisth Luminous Tungsten Steel  Waterproof Fashion Couple Watch Calendar Quartz Watch,KSh 996,"KSh 1,368",27%,4.3 out of 5,4.3 out of 5(84)
729,Dawn Pekee Poa Toilet Paper 10's Unwrapped,KSh 195,,,4.4 out of 5,4.4 out of 5(38)
730,Nunix A1 Bottom Load Hot And Normal Water Dispenser,"KSh 9,899","KSh 17,000",42%,3.7 out of 5,3.7 out of 5(15)
731,AILYONS Electric Automatic Water Kettle,KSh 938,"KSh 1,500",37%,4.3 out of 5,4.3 out of 5(61)
732,Maybelline Superstay Matte Ink Liquid Lipstick - 115 Founder,"KSh 1,840","KSh 2,300",20%,4.3 out of 5,4.3 out of 5(76)
733,Fashion 4Pcs Women Ring Set Sliver Leaf Flower Rings,KSh 259,KSh 300,14%,3.8 out of 5,3.8 out of 5(14)
734,"Tecno Spark 10 , 6.6"" FHD,128GB ROM+8GB RAM, 5000mAh,Blue","KSh 18,399","KSh 24,999",26%,3.8 out of 5,3.8 out of 5(17)
735,Foldable Electric Dry Iron 50ml Water Tank Portable Travel Steam Iron Box,"KSh 1,059","KSh 2,000",47%,4.2 out of 5,4.2 out of 5(5)
736,Selfie Fill Light For Phone Video Recording,KSh 429,KSh 813,47%,3.9 out of 5,3.9 out of 5(13)
737,"Samsung Galaxy A04e, 6.5"", 32GB + 3GB (Dual SIM), 13MP, Blue","KSh 13,899","KSh 19,999",31%,4.6 out of 5,4.6 out of 5(17)
738,Fashion Running Shoes For Men-blue,"KSh 1,680","KSh 2,200",24%,4.8 out of 5,4.8 out of 5(16)
739,Malibu Malibu Carribean Rum With Coconut Liqueur - 700ml,"KSh 1,499","KSh 1,756",15%,4.7 out of 5,4.7 out of 5(49)
740,Fashion New Women Shoes Sports Ladies Shoes Women Sneakers,"KSh 1,870","KSh 2,618 - KSh 2,909",36%,4.4 out of 5,4.4 out of 5(78)
741,Toothpaste Dispenser,KSh 647,"KSh 1,000",35%,3.6 out of 5,3.6 out of 5(16)
742,Dark Spots Corrector Tumeric Toner Pimples Remover Acne Remover,KSh 649,KSh 650,1%,3.7 out of 5,3.7 out of 5(20)
743,"LED Music Bulb With Bluetooth, Music Player",KSh 690,"KSh 1,200",43%,3.9 out of 5,3.9 out of 5(38)
744,Fashion 5Pcs Boho Rings Imitation Pearls Curved Shape Silver,KSh 57,KSh 114,50%,4.4 out of 5,4.4 out of 5(53)
745,"XIAOMI Redmi A2 Plus, 6.52""  2GB + 32GB 5000mAh (Dual SIM) Blue + Smart Watch & Buds","KSh 12,999","KSh 18,999",32%,4.1 out of 5,4.1 out of 5(15)
746,Fashion 4PCS Cotton Tummy Control Highwaist Seamless Panties,KSh 833,KSh 995,16%,4.1 out of 5,4.1 out of 5(184)
747,Fashion Women's Sneakers Women Shoes Ladies,KSh 599,"KSh 1,052",43%,3.8 out of 5,3.8 out of 5(64)
748,Silicone Women's G Spot Vaginal Vibrator Dildo Sex Toy (Pink),"KSh 1,499","KSh 1,599",6%,3.7 out of 5,3.7 out of 5(36)
749,"AILYONS TYB-201 Blender & Grinder - 1.5L, 350W.","KSh 1,899","KSh 2,699",30%,4.5 out of 5,4.5 out of 5(27)
750,"XIAOMI  Redmi 12, 6.79'', 8GB RAM+ 128GB ROM, 50MP, 5000mAh, Dual Sim - Midnight Black","KSh 24,499","KSh 28,999",16%,4.9 out of 5,4.9 out of 5(12)
751,KipFit Red Weighted Jump Skipping Rope For Fitness & Workout,KSh 599,KSh 999,40%,4.3 out of 5,4.3 out of 5(39)
752,Magic SoftSheen-Carson-Magic-Extra-Strength-Shaving-Powder-142g,"KSh 1,299","KSh 1,649",21%,4.4 out of 5,4.4 out of 5(7)
753,Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,"KSh 4,998",,,4.1 out of 5,4.1 out of 5(121)
754,Sunlight 2 In 1 Hand Washing Powder Tropical 1kg,KSh 348,KSh 360,3%,4.9 out of 5,4.9 out of 5(10)
755,Backpack Laptop Bag Men Bag Satchel School Bag Large Capacity - Gray,KSh 999,"KSh 1,340",25%,3.9 out of 5,3.9 out of 5(104)
756,Dstv 9s HD Decoder + Dish Kit + 1 Month Family.,"KSh 3,599","KSh 4,999",28%,4.3 out of 5,4.3 out of 5(980)
757,V STAR 14 17 19 22 24 TILT ROTATING TV WALL MOUNT BRACKET,KSh 399,KSh 700,43%,3.9 out of 5,3.9 out of 5(40)
758,Fashion 12Pairs Finest Comfort Cotton Freesize Unisex Ankle Socks Wholesale,KSh 499,KSh 550,9%,3.9 out of 5,3.9 out of 5(852)
759,Sterling Room Fan Heater SFH-03,"KSh 3,500",,,3.9 out of 5,3.9 out of 5(9)
760,"Vitron 4388FS 43"" Full HD Smart Android TV Netflix Youtube +Wall Bracket +Power Guard","KSh 24,399","KSh 26,999",10%,4.6 out of 5,4.6 out of 5(5)
761,"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Reef","KSh 1,900",,,4.2 out of 5,4.2 out of 5(17)
762,"Skilltech 23"" To 65"" Tilting Wall Mount Bracket","KSh 1,080","KSh 1,700",36%,4.7 out of 5,4.7 out of 5(73)
763,5 By 6 White Mosquito Net With Portable Metallic Stand,"KSh 1,370",,,4.4 out of 5,4.4 out of 5(33)
764,Fragrance World Suave Eau De Parfum With Free Deo Spray,"KSh 1,799","KSh 2,400",25%,4.3 out of 5,4.3 out of 5(103)
765,Smart Collection Invictus Men Perfume 48Hrs Last,KSh 319,KSh 325,2%,4.3 out of 5,4.3 out of 5(15)
766,Fashion 2 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,"KSh 1,399","KSh 2,304",39%,3.6 out of 5,3.6 out of 5(129)
767,"2.4G Wireless Gaming Mouse , 2400DPI Mice For PC,Laptop,Macbook,Tablet",KSh 430,KSh 798,46%,4.1 out of 5,4.1 out of 5(48)
768,Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black.,"KSh 14,200",,,4.3 out of 5,4.3 out of 5(401)
769,Fashion Comfortable Slim Fit Jeans For Men -  3 Pack,"KSh 5,000",,,3.7 out of 5,3.7 out of 5(23)
770,"Multicolor Duvet Blanket, Sheet, 2 Pillow Cases","KSh 1,885","KSh 3,750",50%,3.9 out of 5,3.9 out of 5(18)
771,DIGITAL WEIGHING SCALE MACHINE 30 Kg,"KSh 4,199","KSh 6,000",30%,4.4 out of 5,4.4 out of 5(20)
772,Maybelline Superstay Vinyl Ink 50 Wicked,"KSh 1,988","KSh 2,650",25%,4.3 out of 5,4.3 out of 5(30)
773,TWS F9 TWS Bluetooth 5.0 Wireless Smart Touch Earphones,"KSh 1,400",,,4.1 out of 5,4.1 out of 5(132)
774,Fashion Men's Casual Shoes Sneakers Sports Shoes,"KSh 1,199","KSh 1,299",8%,4.5 out of 5,4.5 out of 5(11)
775,"Vitron 43"" Inch FHD Frameless Smart Android TV INBUILT DECODER+FREE Bracket+Extension","KSh 24,199","KSh 30,000",19%,4 out of 5,4 out of 5(112)
776,Yixin 4 Pack Short Sleeve Men's T-shirt  - 4 Pieces,"KSh 1,462","KSh 2,088 - KSh 2,089",30%,3.7 out of 5,3.7 out of 5(18)
777,Fashion 3PCs Strong Tummy Shaper Highwaist Panties,KSh 899,"KSh 1,000",10%,3.4 out of 5,3.4 out of 5(88)
778,See Through Digital Car Insurance Display Pocket /holder.,KSh 488,KSh 536,9%,4.3 out of 5,4.3 out of 5(422)
779,HOMMY Portable Wardrobe 3 Column - Grey,"KSh 2,548","KSh 4,000",36%,4.3 out of 5,4.3 out of 5(16)
780,Fashion Leather Strap Men's Sport Watch-Brown,"KSh 1,244","KSh 2,357",47%,3.5 out of 5,3.5 out of 5(32)
781,Fashion 5PCs Classy Comfort Freesize Men Ankle Socks,KSh 258,KSh 350,26%,4.3 out of 5,4.3 out of 5(90)
782,Fashion Smart Black Mens  Slip On Official Leather Shoes,"KSh 1,050 - KSh 1,290","KSh 2,499",58%,4 out of 5,4 out of 5(39)
783,"Home Design 14""-55"" ROTATING And TILT Wall Bracket",KSh 915,"KSh 1,050",13%,4.1 out of 5,4.1 out of 5(41)
784,Langman 9 Colors Eyeshadow Palette Matte Glitter Eyeshadow Palette,KSh 399,KSh 600,34%,4.3 out of 5,4.3 out of 5(82)
785,Black & White Black & White Whisky - 750ml,"KSh 1,243","KSh 1,400",11%,4.5 out of 5,4.5 out of 5(18)
786,"Itel P40 6.6""64GB ROM+ Up To 7GB RAM, 6000mAh 13MP Dual Camera, Android 12, 4G LTE","KSh 11,000","KSh 14,000",21%,4.3 out of 5,4.3 out of 5(19)
787,Zesta Zesta Red Plum Jam - 1kg,KSh 333,KSh 420,21%,4.8 out of 5,4.8 out of 5(25)
788,Hifinit MU64GK01 64GB USB Flash Disk Drives+Free Keyring,KSh 639,"KSh 1,000",36%,4 out of 5,4 out of 5(380)
789,"Fashion Postpartum Belly Girdle, Waist Trainer Belt Body Shaper",KSh 589,"KSh 1,000",41%,4.2 out of 5,4.2 out of 5(117)
790,Foldable Portable Laptop Stand With Mobile Phone Stand 2 In 1,KSh 840,"KSh 1,490",44%,4.3 out of 5,4.3 out of 5(35)
791,"Beard Oil Beard Oil, Moustache & Body Hair Fast Growth Oil",KSh 385,KSh 499,23%,3.7 out of 5,3.7 out of 5(51)
792,Fashion Men's Shoes Loafers Tendon Sole Canvas Loafers Men's Casual Shoes Slip-On Shoes,KSh 699,"KSh 1,371",49%,3.7 out of 5,3.7 out of 5(95)
793,"Itel S23-6.6""HD+ 90HZ-128/4GB(UP TO 8GB)-50MP-5000MAH-4G LTE-ANDROID 12 SPLY""","KSh 13,150","KSh 20,000",34%,4.3 out of 5,4.3 out of 5(6)
794,2PCs Sexy Strappy Ice Silk Seamless Ladies Panties,KSh 499,KSh 699,29%,4.3 out of 5,4.3 out of 5(17)
795,Fashion 2 In 1 Men's Short Sleeve Shorts Casual Set-White,"KSh 1,097","KSh 1,881",42%,3.8 out of 5,3.8 out of 5(35)
796,Mizani Miracle Length Hairline And Root Stimulator,"KSh 5,972",,,4.4 out of 5,4.4 out of 5(110)
797,Dove Original Beauty Cream Bar Soap-1pc,KSh 375,,,4 out of 5,4 out of 5(18)
798,Fashion Mens Long Sleeve Shirts Casual Trendy Sweatshirts Sport-Blue,KSh 680,"KSh 1,000",32%,3.9 out of 5,3.9 out of 5(196)
799,"Tecno Spark 10C, 6.6"" Display, 128GB + 4GB RAM, 16MP, Dual SIM, 5000mAh + Free Gifts","KSh 17,699","KSh 25,999",32%,3.9 out of 5,3.9 out of 5(16)
800,Fashion Pixie Bob Wig + FREE Gift Inside!!!,"KSh 1,898","KSh 1,899",1%,3.5 out of 5,3.5 out of 5(6)
801,Rosy Toilet Paper White 10 Pack Unwrapped,KSh 395,,,4.3 out of 5,4.3 out of 5(137)
802,Fashion 6 Pairs Gold Hoop Earrings Set For Women Pearl Earring,KSh 459,KSh 721,36%,3 out of 5,3 out of 5(1)
803,Dr. Rashel Aloe Vera Soothe And Smooth Primer Serum,KSh 690,"KSh 1,050",34%,,
804,Type C To HDMI 4K HDTV Digital Adapter,"KSh 2,000",,,3.8 out of 5,3.8 out of 5(5)
805,Nunix 20L Digital  Electric Microwave Oven WITH GRILL,"KSh 10,500","KSh 15,000",30%,,
806,"Faiza Beauty Cream, Remove Pimples And Any Dark Spot",KSh 650,KSh 900,28%,,
807,Enerbras 4T Replaceable Element For Salty Water Areas Shower,"KSh 1,249","KSh 2,000",38%,3.2 out of 5,3.2 out of 5(5)
808,Garnier Micellar Cleansing Water With Vitamin C,"KSh 1,030","KSh 1,588",35%,3.5 out of 5,3.5 out of 5(2)
809,Fashion Ladies Quality Heavy Cotton Tight,"KSh 1,480","KSh 1,800",18%,5 out of 5,5 out of 5(2)
810,Mara Shikakai Powder - 100g,KSh 450,KSh 550,18%,4.5 out of 5,4.5 out of 5(61)
811,Power King 6 Way Power Extension 3M Cable + Free 2 Gifts,KSh 650,KSh 900,28%,4.2 out of 5,4.2 out of 5(228)
812,Micolor Concealer Make Up Color Palette,KSh 360,KSh 500,28%,5 out of 5,5 out of 5(2)
813,SIWAR BY Néo Artisanal High-top Military Desert Combat Leather Boot - Blown,"KSh 4,500",,,4.6 out of 5,4.6 out of 5(8)
814,Mosquito Net With Metallic Stand - Pink,"KSh 1,400","KSh 2,500 - KSh 2,550",45%,3.8 out of 5,3.8 out of 5(8)
815,Mofajang Orange Temporary Hair Color Wax- Natural Hairstyle Cream,"KSh 1,150","KSh 1,200",4%,4 out of 5,4 out of 5(4)
816,Multipurpose Pantry Storage Baskets Pantry Organizer,"KSh 699 - KSh 1,600","KSh 999 - KSh 2,000",30%,4.7 out of 5,4.7 out of 5(6)
817,Nunix Table Top Double Burner Gas Stove + Pipe & Regulator,"KSh 5,576",,,,
818,Magic Softsheen Shaving Powder Extra Strength,"KSh 1,600",,,4.2 out of 5,4.2 out of 5(46)
819,Oraimo Smart Watch Straps 22mm,"KSh 2,000",,,4 out of 5,4 out of 5(1)
820,Pioneer 3 Year Warranty Black Pioneer Suitcase,"KSh 3,099 - KSh 6,188",,,4.5 out of 5,4.5 out of 5(11)
821,Fairy Princess Costume Butterfly Wings Magic Wand Crown Tiara Kids Set,KSh 365,,,3.8 out of 5,3.8 out of 5(4)
822,Fashion Unisex Bucket Hat,KSh 399 - KSh 449,KSh 500 - KSh 600,25%,4.3 out of 5,4.3 out of 5(4)
823,Sokany 2 Slot Bread Toaster-Non Stick Sandwich Maker Machine,"KSh 2,295","KSh 3,500",34%,3.7 out of 5,3.7 out of 5(3)
824,Hanging decoration ornament star for Summit fir Christmas tree Court,KSh 141,KSh 258,45%,2 out of 5,2 out of 5(1)
825,"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 4","KSh 14,499","KSh 25,000",42%,3 out of 5,3 out of 5(1)
826,Sunlight Solar 200W Solar Panel Full Kit +100Ah Solar Battery +600W Solar Power Inverter + 20 Ah Solar Charge Controller +5 DC Bulbs + Extension + 10m Cable,"KSh 17,200","KSh 32,000",46%,5 out of 5,5 out of 5(2)
827,Fruit Of The Wokali Snail Repairing Cream + Vitamin C Facial Serum,KSh 850,"KSh 1,000",15%,4.1 out of 5,4.1 out of 5(10)
828,Ip Electric Floodlight 30 WATTS,"KSh 1,000","KSh 1,600",38%,,
829,AILYONS 2.2 LITRES LUXURY ELECTRIC KETTLE + Free Iron Box,"KSh 2,478","KSh 4,000",38%,5 out of 5,5 out of 5(2)
830,Tornado Stainless Alluminium Cookware Pot Sufuria Set,"KSh 6,999","KSh 8,000",13%,4 out of 5,4 out of 5(1)
831,Fashion 2PCs Unisex Warm Newborn Hooded Baby Set Of 1Sweater+1trauser(0-1Y,KSh 549,KSh 800,31%,,
832,Rosy White Standard Serviettes 100 Sheets,KSh 105,,,4.2 out of 5,4.2 out of 5(29)
833,Fashion Cute Baby Net/Sleeping Nest/ Mosquito Net/ Baby Crib- Blue,"KSh 1,100","KSh 1,500",27%,4.5 out of 5,4.5 out of 5(51)
834,Fashion Carbon Fiber Credit Card Holder With Money Clip,"KSh 1,190","KSh 2,237",47%,4.8 out of 5,4.8 out of 5(12)
835,Fashion High Quality Ladies Body Short Set,"KSh 1,750",,,,
836,Corner Bathroom Organizer,KSh 945,"KSh 1,500",37%,5 out of 5,5 out of 5(1)
837,F9 Bluetooth Wireless Earphones+Cap+Smartwatch+Bluetooth Earphones,"KSh 1,650","KSh 1,900",13%,,
838,"Vitron HTC4068S - 40'' Inch Frameless Television SMART Android HD TV Netfix,Youtube Appstore","KSh 21,499","KSh 29,699",28%,4.4 out of 5,4.4 out of 5(83)
839,"XIAOMI Redmi 12 DISPLAY 6.7 4GB RAM 128GB Storage,5000mah Battery,50mp Camera+cpwe- GIFTS","KSh 22,450","KSh 34,995",36%,,
840,Bombay Bombay Dry Gin - 750ml,"KSh 2,004","KSh 2,186",8%,4.7 out of 5,4.7 out of 5(34)
841,Fahion Men Bags Backpacks Laptop Bags School Bags 3 In 1 Satchels,"KSh 1,299","KSh 1,899",32%,3.4 out of 5,3.4 out of 5(21)
842,Fashion 3 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,"KSh 1,299","KSh 2,471",47%,3.8 out of 5,3.8 out of 5(129)
843,Fashion 【 Black 】 Men's Shoes Mens Sneakers Canvas Trendy Casual Sports Breathable Loafers,KSh 999,"KSh 2,000",50%,3.8 out of 5,3.8 out of 5(24)
844,Velvex Dishwashing Liquid Lemon Burst 5 Litres,KSh 600,,,4.8 out of 5,4.8 out of 5(64)
845,"Itel P40 4G Lite, 6.6'',64GB+4GB RAM,13MP Dual - 6000mAh,+ESSENTIAL GFTS/NY//.,BU/.","KSh 12,199","KSh 20,000",39%,4.4 out of 5,4.4 out of 5(13)
846,Oraimo FreePods 4 Active Noise Cancellation Easy Control APP Wireless Stereo Earbuds,"KSh 4,800","KSh 8,400",43%,4.7 out of 5,4.7 out of 5(67)
847,Nobel 5.1CH Quality Home Audio/Sound System With Booming Sound System,"KSh 14,500","KSh 19,000",24%,3.7 out of 5,3.7 out of 5(14)
848,Nunix Glass Table Top Double Burner Gas Stove + Pipe + 6kg Regulator + Tighten,"KSh 3,480","KSh 3,900",11%,4.3 out of 5,4.3 out of 5(12)
