,name,new_price,old_price,discount,rating,votes
1550,Glass Jar Oil/Vinegar Dispenser Bottle,KSh 735,,,4.6 out of 5,4.6 out of 5(27)
1551,Strawberry Sex Lubricant Lube Water Based Lubricant Edible  .,KSh 450,KSh 799,44%,4.1 out of 5,4.1 out of 5(27)
1552,Minute Maid Minute Maid Apple Delight Juice - 400ml PET,KSh 69,,,4.6 out of 5,4.6 out of 5(8)
1553,Nunix Electric Deep Fryer + CHIPS CUTTER & Socket+ CHIPS SCOOPER,"KSh 6,179","KSh 7,977",23%,3.6 out of 5,3.6 out of 5(28)
1554,Foldable Table Lamp USB Charging Touch Control Led Desk Light 3 Color Modes,KSh 815,"KSh 1,500",46%,4.5 out of 5,4.5 out of 5(6)
1555,P47 Bluetooth Wireless Headphone+ Bluetooth Earpods +Selfie Stick,"KSh 1,330","KSh 1,500",11%,4.6 out of 5,4.6 out of 5(9)
1556,Front Load Washing Machine Cover Waterproof/Dustproof & Sunproof.,"KSh 1,278","KSh 2,198",42%,4.7 out of 5,4.7 out of 5(46)
1557,"HP Refurbished EliteBook 840, Intel Core I5, 14"", 500HDD, 8GB RAM + Free Mouse & Flash Disk","KSh 24,499","KSh 39,000",37%,3.3 out of 5,3.3 out of 5(3)
1558,Fashion 3PCs Desire Eyelash Soft Lace French Thong Panties,KSh 589,KSh 845,30%,4 out of 5,4 out of 5(97)
1559,Nunix 2200W Blow Dry Hair Dryer,"KSh 1,790","KSh 2,000",11%,3.9 out of 5,3.9 out of 5(7)
1560,NIVEA Lipbalm Classic/essential - 4.8g,KSh 296,KSh 395,25%,4.5 out of 5,4.5 out of 5(55)
1561,Sony PS4 Pad Dual Shock 4 - Wireless Controller,"KSh 2,936","KSh 5,000",41%,4.1 out of 5,4.1 out of 5(12)
1562,Defacto Boy Casual Regular Fit Knitted Short - Grey,KSh 476,KSh 933,49%,4.4 out of 5,4.4 out of 5(7)
1563,"Sokany AMAZING HOME POPCORN MAKER MACHINE,.","KSh 3,587","KSh 4,500",20%,,
1564,Fashion Boobtape Booby Tape Bra Invisible Bra 5x5cm_Black,KSh 495,KSh 800,38%,4.2 out of 5,4.2 out of 5(12)
1565,Sacha Buttercup Setting Makeup Powder,KSh 269 - KSh 290,KSh 450,40%,4.3 out of 5,4.3 out of 5(27)
1566,Velvet Soft  Blanket  - Beautiful  Flower Varies,"KSh 2,600 - KSh 2,950","KSh 2,900 - KSh 3,500",16%,3.8 out of 5,3.8 out of 5(13)
1567,Front Load Washing Machine Cover Waterproof/Dustproof,"KSh 1,150",,,4.7 out of 5,4.7 out of 5(9)
1568,Fashion Official Trouser Pant -Navy Blue-Slim Fit Office Wear Men,"KSh 1,095 - KSh 1,199","KSh 1,500",27%,4 out of 5,4 out of 5(3)
1569,Fashion Women\'s Fashion 925 Sterling Silver Heart Round Zircon Ear-,KSh 101,KSh 202,50%,3.9 out of 5,3.9 out of 5(7)
1570,Ediko Black 6 Panel Sports Hat - Mesh Men's Baseball Cap,KSh 799,"KSh 1,200",33%,4.1 out of 5,4.1 out of 5(38)
1571,IKT Wax Stick For Wigs & Natural Hair-75g,KSh 470,KSh 700,33%,4.3 out of 5,4.3 out of 5(10)
1572,Fashion Official Mens Longsleeve Shirt Slim Fit,KSh 899 - KSh 999,"KSh 949 - KSh 1,500",40%,3.7 out of 5,3.7 out of 5(9)
1573,"Microphone With V8 Sound Card BM800 Kit, Condenser Stand","KSh 3,599","KSh 6,882",48%,4.6 out of 5,4.6 out of 5(19)
1574,Nunix Electric Deep Fryer + CHIPS CUTTER & Socket+ CHIPS SCOOPER,"KSh 5,999","KSh 6,199",3%,3.8 out of 5,3.8 out of 5(30)
1575,Fashion Waist Trainer Slimming Belt Tummy Control Body Shaper WeigthLoss Flat Tummy,KSh 649,"KSh 1,199",46%,4.4 out of 5,4.4 out of 5(7)
1576,400ml Electric Fruit Juicer Portable Blender For Shakes And Smoothies,"KSh 1,200","KSh 2,298",48%,3.9 out of 5,3.9 out of 5(15)
1577,HIGH SPEED DOLPHIN ADULT VIBRATOR SEXY FEMALE TOY,KSh 900,"KSh 1,800",50%,3.6 out of 5,3.6 out of 5(33)
1578,Fashion 1 Pair Couple Bracelet Chic Adjustable Resin Key Heart-Black,KSh 111,KSh 222,50%,3.9 out of 5,3.9 out of 5(22)
1579,Fashion Men T-shirts Tshirst Men Tops 3 PCS Clothes  Clothing,"KSh 1,099","KSh 1,999",45%,3.9 out of 5,3.9 out of 5(62)
1580,Maybelline Superstay Vinyl Ink 25 Red-Hot,"KSh 1,988","KSh 2,650",25%,4.9 out of 5,4.9 out of 5(13)
1581,"Automatic Toothpaste Dispenser, Toothbrush Holder",KSh 980,"KSh 1,800",46%,4 out of 5,4 out of 5(2)
1582,Cerave Foaming - Facial - Cleanser - Gel Moussant - 236ml,"KSh 1,649","KSh 3,100",47%,4 out of 5,4 out of 5(5)
1583,Coke Coke 330ml can pack of 6,KSh 511,,,4 out of 5,4 out of 5(2)
1584,Soap Dispenser Soap Pump Soap Holder Soap Dispenser-Black,KSh 589,"KSh 1,100",46%,4.1 out of 5,4.1 out of 5(25)
1585,Fashion Boots Women's Flat Shoes-black,"KSh 1,090","KSh 1,700",36%,,
1586,New SmartWatch Bluetooth Calls Fitness Bracelet Waterproof,"KSh 1,105","KSh 1,989",44%,4.5 out of 5,4.5 out of 5(4)
1587,Back Posture Corrector Belt Men Women Back Posture Corrector Shoulder Support Bel,KSh 650,"KSh 1,200",46%,3.8 out of 5,3.8 out of 5(16)
1588,Fashion Silicone Scalp Massager Hair Detangler,KSh 369,,,4.6 out of 5,4.6 out of 5(14)
1589,"Fashion Shoes, Soft Sole Non-Slip Casual Official Men Shoes, Slip-On, Women Shoes","KSh 1,099","KSh 2,000",45%,4 out of 5,4 out of 5(2)
1590,"General Electric DCQ Q1 2.4"" 5D Louder Speaker 2000mAh Phone -green","KSh 1,650","KSh 3,000",45%,4.1 out of 5,4.1 out of 5(51)
1591,Martell Martell Cognac VS - 700ml,"KSh 4,494","KSh 4,690",4%,4.8 out of 5,4.8 out of 5(6)
1592,Fluffy Duvet Gray,"KSh 4,200","KSh 5,500",24%,3.7 out of 5,3.7 out of 5(12)
1593,"Solar Light Split Solar Wall Lamp With Led, Motion Sensor, Waterproof, Patio ,garden, Pathway","KSh 1,950","KSh 3,500",44%,4 out of 5,4 out of 5(22)
1594,Fashion Wedding Birthday Baptism Princess Baby Dress,"KSh 2,399 - KSh 2,599","KSh 3,500",31%,1 out of 5,1 out of 5(1)
1595,"Samsung Galaxy A03 Core, 6.5"", (Dual SIM) 32GB + 2GB RAM, 5000mAh_ Black + Smart Watch","KSh 12,699","KSh 20,999",40%,4.4 out of 5,4.4 out of 5(11)
1596,Superfoam Morning Glory Heavy Duty Quilted Mattress -Grey,"KSh 8,579 - KSh 30,526",,,4 out of 5,4 out of 5(4)
1597,Fashion Men's Shoes Loafers Classic Men's Casual Shoes Canvas Loafers Slip-On Shoes,KSh 899,"KSh 1,621",45%,4.1 out of 5,4.1 out of 5(44)
1598,4 Piece Cotton Duvet (blue Star) - Luxury Duvet,"KSh 2,100 - KSh 2,130","KSh 2,500",16%,4.2 out of 5,4.2 out of 5(5)
1599,Fashion Blue  Men's Jeans,"KSh 1,700","KSh 1,700 - KSh 2,000",15%,3.7 out of 5,3.7 out of 5(7)
1600,"Max Man Ultra Form Penis Enlarging Cream,Big Size Long Lasting Cream-Gold,50ml",KSh 549,"KSh 1,000",45%,,
1601,Miniso Open Colorful Storage Basket With Handle Small Size,KSh 359,,,,
1602,Nokia C1 2nd Edition //5.4'' //Dual SIM //16GB+1GB -Blue+FREE 32GB HP FLASH+C+3D+OTG+R,"KSh 8,499","KSh 10,999",23%,3.2 out of 5,3.2 out of 5(5)
1603,Capacitive Pencil Pen Stylus Press Screen Stick for iPhone iPad Tablet Phone PC - Black,KSh 293,KSh 572,49%,2 out of 5,2 out of 5(2)
1604,8Pc Spanner Wrench Set,"KSh 1,880","KSh 2,280",18%,4.5 out of 5,4.5 out of 5(2)
1605,Full Touch Screen Smart Watch - Health Detection,"KSh 1,944","KSh 3,499",44%,4 out of 5,4 out of 5(1)
1606,Glutathione Maquie Berry Tomato Gluta Strong Whitening Soap Remove Impurity,KSh 568,"KSh 1,000",43%,,
1607,Fashion Jungle Green Women High Waist Stretch Skinny Sexy Pants,KSh 950,"KSh 1,000",5%,4.2 out of 5,4.2 out of 5(14)
1608,Stainless Steel Serving Spoon,KSh 380,KSh 400,5%,4.2 out of 5,4.2 out of 5(13)
1609,Nunix Modern Electric Roti/Chapati Maker Pancake Maker,"KSh 7,600",,,,
1610,Fashion Brooch Pin Anchor Rudder Suit Lapel Collar Accessory With Chain - Gold,KSh 407,KSh 733,44%,,
1611,Mirror Wall Sticker Rectangle Self Adhesive Films Mirror,KSh 732,"KSh 1,464",50%,1.8 out of 5,1.8 out of 5(4)
1612,Casserole Stainless Steel Hotpot Set-4 Pcs,"KSh 3,875",,,,
1613,Amara Amara Liquid Hand Wash Refreshing Orange- 500ml,KSh 158,KSh 172,8%,4.7 out of 5,4.7 out of 5(6)
1614,One White Cotton Towel,KSh 999,,,3 out of 5,3 out of 5(1)
1615,"HP EliteBook 820 G4 Intel Core I5 7th Gen Refurbished 8GB-256GB SSD Silver-12.6""","KSh 28,950","KSh 45,000",36%,3 out of 5,3 out of 5(1)
1616,C 15 Portable Loud Mobile Bluetooth Sound System,"KSh 1,500","KSh 3,000",50%,,
1617,PINPAI 30ml  Acrylic Poly Gel/ Gum Gel /AcryGel For Nail Extension,KSh 900,"KSh 1,200",25%,4 out of 5,4 out of 5(3)
1618,Bright Complete 30 X Vitamin C Booster Serum 30ml,"KSh 1,099","KSh 1,999",45%,4.3 out of 5,4.3 out of 5(35)
1619,Revlon Colorstay Overtime Lipcolor-260 Crimson Feels,"KSh 1,574","KSh 1,677",6%,4.2 out of 5,4.2 out of 5(17)
1620,Beautiful And Classy Ceramic Mugs/Cups For Tea/Coffee-Set(6),KSh 899,"KSh 1,500",40%,4.3 out of 5,4.3 out of 5(6)
1621,1Pc Cosy Woolen Velvet Duvet Blanket,"KSh 2,749 - KSh 2,899","KSh 5,000 - KSh 5,500",47%,5 out of 5,5 out of 5(1)
1622,Fashion All Seasons Ankara Hoodie,"KSh 2,499","KSh 3,500",29%,,
1623,Velvex After Rain Freshness Air Freshener 300ml,KSh 305,,,4.7 out of 5,4.7 out of 5(12)
1624,Revlon Colorburst Revlon Matte Balm-Standout,"KSh 1,524",,,4.5 out of 5,4.5 out of 5(30)
1625,Durex Play Cherry Lube Intimate Lubricant/ Pleasure Gel,"KSh 1,499","KSh 2,000",25%,,
1626,Fashion Mens Official Leather Shoes Business Formal Shoes,"KSh 1,399","KSh 2,400",42%,,
1627,Yk Design TWS- D18 AirPods 3rd Generation With Charging Case WIRELESS Bluetooth EARPHONES,"KSh 1,999","KSh 2,999",33%,,
1628,2 Layer Thermal Insulated Food-Warmer Lunch Box,"KSh 1,469","KSh 2,800",48%,5 out of 5,5 out of 5(1)
1629,calabaza Licorice Powder 100g,KSh 799,"KSh 1,500",47%,3 out of 5,3 out of 5(2)
1630,Skilltech Best Quality TV Wall Mount Bracket For Digital Android Smart HD TV 43 Inch,KSh 800,"KSh 1,300",38%,,
1631,"Keychain, Magic Rubik'sRubic Cube Style For House & Car Keys",KSh 189,,,3.5 out of 5,3.5 out of 5(4)
1632,"Mekis Kaolin Clay + Rose Water Combo–Absorb Excess Oil,Sensitive Skin",KSh 340 - KSh 780,KSh 390 - KSh 910,17%,,
1633,Kiss Beauty 2in1 Flawless Matte Finish Powder Green Tea Two Way Powder,KSh 379 - KSh 399,KSh 500,24%,5 out of 5,5 out of 5(1)
1634,Geemy New Pro Smart-Trimmer Electric Kinyozi Smoother/ Face Shaving Machine + Free Oraimo Earphone,"KSh 1,170","KSh 1,500",22%,2 out of 5,2 out of 5(1)
1635,Fashion College Jacket Top And Pants Set,"KSh 2,499 - KSh 2,599","KSh 3,800 - KSh 4,000",35%,5 out of 5,5 out of 5(1)
1636,Fashion 4PC Pretty Cotton Baby Shawl Unisex Newborn Baby Flannel Blanket,KSh 899,"KSh 1,390",35%,5 out of 5,5 out of 5(1)
1637,Pedicure Brush And Filer Foot Cleaner 4 In 1 Scraper Scrubber,KSh 220,KSh 400,45%,3.4 out of 5,3.4 out of 5(7)
1638,MOOYAM Retinol Cream Skin Firming Retinol Cream Face Moisturizer Cream,KSh 499,KSh 950,47%,4.6 out of 5,4.6 out of 5(5)
1639,Sparko METALLIC GOLD SPRAY PAINT,KSh 699,"KSh 1,000",30%,4.2 out of 5,4.2 out of 5(9)
1640,Fashion Kids Knee Pads Baby Crawling Anti-Slip Leg ( Grey,KSh 570,,,4.3 out of 5,4.3 out of 5(11)
1641,12pcs Silicone Muffin Cupcake Mould,KSh 445,,,,
1642,Fashion Colorful Leaf Beads Belly Ring Button Navel Bar Barbell-Blue,KSh 197,KSh 394,50%,,
1643,"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition","KSh 3,998","KSh 7,900",49%,,
1644,RECLINING BABY CAR SEAT,"KSh 14,300","KSh 18,000",21%,4.5 out of 5,4.5 out of 5(2)
1645,Multi-functional PVC Rope Clothes Washing Lines,KSh 365 - KSh 685,KSh 450 - KSh 850,21%,,
1646,K.Brothers Original Rice Milk And Collagen Soap- 12pcs.,"KSh 1,650","KSh 1,700",3%,5 out of 5,5 out of 5(1)
1647,Two-in-one Automatic Retractable Rose SuckerToy,"KSh 2,998","KSh 5,700",47%,5 out of 5,5 out of 5(2)
1648,11 Pieces Resistance Bands,"KSh 1,699","KSh 2,500",32%,4 out of 5,4 out of 5(10)
1649,L.A. Colors Liquid Makeup - Ebony,KSh 500,,,4 out of 5,4 out of 5(56)
1650,Fashion Curly Twisted Braided With Closure,"KSh 2,950","KSh 5,000",41%,3.8 out of 5,3.8 out of 5(10)
1651,Clock 3D Silent Mirror Wall Vintage DIY,KSh 770,"KSh 1,196",36%,3.9 out of 5,3.9 out of 5(40)
1652,"Disaar Hair Essential Oil  For Anti Hair Loss,Hair Growth In Baldness-No More Worry Over Hair Loss,30g",KSh 375,KSh 700,46%,,
1653,Fashion Curly Kinky Synthetic Headband Wigs-,"KSh 1,950","KSh 2,500",22%,4 out of 5,4 out of 5(2)
1654,360 PANORAMIC BULB LED LIGHT CCTV SECURITY SURVEILLANCE WIFI IP SMART CAMERA,"KSh 4,350","KSh 6,400",32%,5 out of 5,5 out of 5(5)
1655,Lights For Christmas Led 10M,KSh 725,KSh 990,27%,,
1656,Fk Surge Protectors/TV & DVD Guard + 4 Way Extension.,KSh 890,"KSh 1,050",15%,4.5 out of 5,4.5 out of 5(13)
1657,Nice & Lovely Lanolin Lotion 400ml,KSh 342,KSh 350,2%,,
1658,Waterproof Matress Protector And Cover,"KSh 2,275 - KSh 2,650","KSh 4,000 - KSh 5,200",50%,2 out of 5,2 out of 5(1)
1659,Golf Clip-on Pouch Set + 2pcs Golf Ball + 4pcs Golf Tee Golf Blue,KSh 903,"KSh 1,084",17%,,
1660,20 Meters Clothes Lines/Hanging Line,"KSh 450 - KSh 1,000","KSh 500 - KSh 1,000",35%,5 out of 5,5 out of 5(2)
1661,Nice-looking Tree Skirt Round Flannel Decorative Christmas-,"KSh 1,013","KSh 2,026",50%,5 out of 5,5 out of 5(1)
1662,Sunlight Solar 200Watts  Solar Panel + 20Ah Solar Charge Controller +3 DC Bulb,"KSh 7,300","KSh 8,000",9%,4.5 out of 5,4.5 out of 5(2)
1663,Fashion Men's All-match Leather Shoes-White,"KSh 2,962","KSh 4,102",28%,3 out of 5,3 out of 5(2)
1664,Eco Styler No Flake Professional Argan Styling Gel,KSh 535 - KSh 750,KSh 700 - KSh 900,24%,4.6 out of 5,4.6 out of 5(5)
1665,Fashion Men Round Sub-dials Decor Alloy Band Analog-White,KSh 424,KSh 848,50%,4.1 out of 5,4.1 out of 5(8)
1666,Kids Dancing Cactus Toy Electronic Dancing Song Talking,"KSh 1,390","KSh 1,850",25%,2 out of 5,2 out of 5(1)
1667,Round Aluminium Jua Kali Baking Tin,"KSh 550 - KSh 1,300","KSh 850 - KSh 1,800",35%,5 out of 5,5 out of 5(1)
1668,"Roushun Snail White Whitening, Skin Repair Shower Gel",KSh 999,"KSh 1,500",33%,4.7 out of 5,4.7 out of 5(3)
1669,"Celine Celine Luxury Toilet Tissue 200 Sheet, 100% Virgin, 2 Ply, Ten Pack + 2 FREE",KSh 529,KSh 578,8%,,
1670,Fluffy 5 By 8 Soft Carpet - Black,"KSh 2,499","KSh 4,000",38%,4.5 out of 5,4.5 out of 5(4)
1671,AKKO STAR 3w+1w LED Rechargeable Torch & Emergency Light,KSh 899,"KSh 1,700",47%,3 out of 5,3 out of 5(2)
1672,Rosy Antibacterial Hand Sanitizer - 20 Litres,"KSh 7,060",,,4.8 out of 5,4.8 out of 5(22)
1673,350mL Heat-resistant Clear Glass Teapot Stainless Steel,"KSh 1,220","KSh 2,440",50%,5 out of 5,5 out of 5(1)
1674,T800 Ultra Smart Watch Sports & Fitness BT Calls,"KSh 1,398","KSh 2,517",44%,,
1675,AB Wheel Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,"KSh 1,600","KSh 2,000",20%,1 out of 5,1 out of 5(1)
1676,Party Craft Display Fireworks 9 Shots,"KSh 4,000",,,4.5 out of 5,4.5 out of 5(2)
1677,Dear Body Sweet Vanilla Body Lotion,KSh 698,"KSh 1,000",30%,,
1678,Gold Touch Face Wash – 100ml,KSh 295,,,4.6 out of 5,4.6 out of 5(5)
1679,Cosrx [Made in Korea] Salicylic Acid Daily Gentle Cleanser,"KSh 2,450","KSh 2,800",13%,4.8 out of 5,4.8 out of 5(14)
1680,Nunix Complete 9090A 5.1CH Deluxe Home Theater System,"KSh 15,999","KSh 27,000",41%,3.9 out of 5,3.9 out of 5(15)
1681,"Tecno Spark 10 Pro, 6.8"" , 256GB + Up To  16GB RAM, 50MP, Dual SIM, 5000mAh -  Lunar Eclipse + FREEBIES","KSh 26,999","KSh 39,999",33%,4 out of 5,4 out of 5(2)
1682,Computer Backpack 3-Piece Set New Model  - Grey,"KSh 1,350","KSh 1,600",16%,3.9 out of 5,3.9 out of 5(7)
1683,Fashion 3PCs Super Comfy Cotton Men's Brief Boxers,KSh 692 - KSh 739,"KSh 692 - KSh 1,000",30%,4.3 out of 5,4.3 out of 5(41)
1684,Multifunction Hair Dryer & Volumizer Negative Ion Straightener,"KSh 1,984","KSh 3,461",43%,4.2 out of 5,4.2 out of 5(41)
1685,SADOER Hyaluronic Acid Moisturizing Essence,KSh 284,KSh 500,43%,4.8 out of 5,4.8 out of 5(9)
1686,USB Rechargable Lint Remover,"KSh 1,799","KSh 3,500",49%,5 out of 5,5 out of 5(1)
1687,4Pc Washing Machine AntiVibration Pads Shock And Noise Cancellation Pads,KSh 565,,,4.5 out of 5,4.5 out of 5(28)
1688,"MK TV Guard + 4 Way Power Extension Cable + TV  Wall Mount Bracket 26""- 65""","KSh 1,500","KSh 1,990",25%,4.4 out of 5,4.4 out of 5(9)
1689,SIMI S102 1.77inch Feature Phone Dual SIM Card 1050mAh,"KSh 1,499","KSh 1,699",12%,3.8 out of 5,3.8 out of 5(13)
1690,K.Brothers Original Rice Milk And Collagen Soap-60g,KSh 200,,,4.3 out of 5,4.3 out of 5(31)
1691,Maybelline Fit Me Matte & Poreless Foundation 30Ml-332 GOLDEN CARAMEL,"KSh 1,275","KSh 1,700",25%,4 out of 5,4 out of 5(93)
1692,Fashion Handbag Women Bag Ladies Underarm Bag Purse Messenger Shoulder Bag Sling,KSh 759,"KSh 1,079",30%,4.3 out of 5,4.3 out of 5(21)
1693,5*8 Fluffy Carpets,"KSh 2,650","KSh 3,500",24%,4.3 out of 5,4.3 out of 5(47)
1694,Adjustable Portable Shoerack,"KSh 2,600",,,3.9 out of 5,3.9 out of 5(12)
1695,"Tecno Spark 20 ,Android 13,6.6"",128+8GB (4+4GB),50MP Camera,5000mAh,Cyber White","KSh 17,899","KSh 28,999",38%,4.3 out of 5,4.3 out of 5(69)
1696,Mara Fenugreek Seeds-250g,KSh 400,KSh 500,20%,4.6 out of 5,4.6 out of 5(115)
1697,SIFA Serviettes - White,KSh 53,KSh 65,18%,4.7 out of 5,4.7 out of 5(15)
1698,L'Oréal professionnel L’Oréal Professionnel - Absolut Repair Shampoo 300ml,"KSh 2,156",,,4.8 out of 5,4.8 out of 5(9)
1699,"Amtec AM-109 Woofer System, Bluetooth,USB Orange/Purple","KSh 2,740","KSh 5,000",45%,4 out of 5,4 out of 5(42)
1700,Hf Portable Bass Wireless Digtal Speaker,KSh 998,"KSh 1,500",33%,4.4 out of 5,4.4 out of 5(5)
1701,Hr Strong Non-leak Meko Gas Burner,KSh 450,KSh 800,44%,4 out of 5,4 out of 5(48)
1702,Casual Fashion Round Dial Stainless Steel Quartz Analog Wrist Watch For Men,KSh 536,"KSh 1,039",48%,4 out of 5,4 out of 5(50)
1703,Mxq PRO 4K Android 11.1 Smart TV Box- 1 GB/8 GB,"KSh 3,275","KSh 3,500",6%,3.3 out of 5,3.3 out of 5(3)
1704,"Lapel Microphone For Cameras Phone,150CM Cable",KSh 299,KSh 499,40%,3.4 out of 5,3.4 out of 5(21)
1705,Eva Black Long EVA Material Plastic Raincoat Waterproof Rain Coat Adults,"KSh 1,700",,,2.8 out of 5,2.8 out of 5(4)
1706,Oraimo FreePods 3C ENC Calling Noise Cancellation Long Playtime True Wireless Earbuds,"KSh 3,600","KSh 4,389",18%,4.3 out of 5,4.3 out of 5(20)
1707,Men's Fashion Check Long Sleeve Shirt(yellow),"KSh 1,160","KSh 2,137",46%,3.7 out of 5,3.7 out of 5(3)
1708,TC 14Pcs Heavy Non-Stick Cooking Pot Sufuria Set,"KSh 6,830","KSh 10,000",32%,4.3 out of 5,4.3 out of 5(50)
1709,32G Highly Compatible With TV Metal Flash Drive For PC,KSh 580,KSh 647,10%,3.8 out of 5,3.8 out of 5(12)
1710,Superfoam Morning Glory Heavy Duty Quilted Mattress - Red & White,"KSh 8,421 - KSh 16,842",,,3.8 out of 5,3.8 out of 5(13)
1711,Wlisth Silver Men's Watch Glow-in-the-dark Steel Strap Waterproof Watch,"KSh 1,081","KSh 2,075",48%,4.8 out of 5,4.8 out of 5(4)
1712,Fashion Men's Shoes Basketball Shoes,"KSh 1,779","KSh 2,760 - KSh 2,810",37%,4.2 out of 5,4.2 out of 5(6)
1713,Regulator FOR 6KG GAS Plus FREE Pipe+ 2 Free Hose Clamps,KSh 639,"KSh 1,000",36%,3.5 out of 5,3.5 out of 5(13)
1714,Deliya Hair Blow Dryer 2200W Hair Dryer+5 Gifts,"KSh 1,700","KSh 2,500",32%,4 out of 5,4 out of 5(5)
1715,"JIBAO JBAO Duvet, 1 Bedsheet &2 Pillowcases- Blanket Set","KSh 1,840 - KSh 2,050","KSh 3,680 - KSh 4,100",50%,4.2 out of 5,4.2 out of 5(12)
1716,10KG  DUMBBELL PAIR(set),"KSh 3,299","KSh 5,500",40%,4.4 out of 5,4.4 out of 5(32)
1717,Fashion Cowboy Baseball Cap Embroidered Letter Cap Spring Casual Sun Hat,KSh 899,,,3.5 out of 5,3.5 out of 5(2)
1718,Fashion Mens Vintage Graffiti Shirts Printed Button Down Casual T-Shirts Beach Polo,KSh 745,"KSh 1,412",47%,3.3 out of 5,3.3 out of 5(180)
1719,Foldable Automatic Installation Yurt Mosquito Net.,"KSh 2,100","KSh 2,239",6%,4.3 out of 5,4.3 out of 5(13)
1720,Nunix PROFFESSIONAL 2400W Blow Dry Hair Dryer,"KSh 2,399","KSh 3,999",40%,3 out of 5,3 out of 5(1)
1721,MK TV Guard  -white + Free 4-way Power Extension Cable,KSh 980,"KSh 1,399",30%,3.7 out of 5,3.7 out of 5(3)
1722,Fashion Luminous Pentagon Jade Pendant Necklace Glow In Dark,KSh 216,KSh 270,20%,3.6 out of 5,3.6 out of 5(7)
1723,Fashion Clip Earring Hollow Out Leaf Non-Piercing Jewelry Vintage-,KSh 159,KSh 318,50%,4.6 out of 5,4.6 out of 5(5)
1724,20Pcs Fishing Flexible Insect Cricket Fishing Angling Baits,KSh 147,KSh 221,33%,,
1725,"XIAOMI  Redmi 12 Black 8GB RAM 256GB Storage,5000mah battery,50mp Camera+Earpods+watch+otg","KSh 25,490","KSh 39,995",36%,,
1726,Apple Airpods Pro,"KSh 4,000","KSh 5,500",27%,,
1727,P47 Bluetooth Wireless Headphone+ Bluetooth Earpods,"KSh 1,200","KSh 1,300",8%,3.5 out of 5,3.5 out of 5(2)
1728,Fashion 3 Pieces Men's V-Neck Cotton T-Shirts Short Sleeve,"KSh 1,375 - KSh 1,475","KSh 2,000",31%,3.3 out of 5,3.3 out of 5(4)
1729,"Vision Plus 32"" DIGITAL  H.D LED TELEVISION+4FREE GIFTS","KSh 19,000",,,,
1730,Fashion 50kg Digital Weighing Scale,KSh 499,KSh 600,17%,4.3 out of 5,4.3 out of 5(43)
1731,Ip Electric Floodlight 100 WATTS,"KSh 2,500","KSh 3,500",29%,4.5 out of 5,4.5 out of 5(2)
1732,Fingerprint Touch Bluetooth 5.0 Earphones Wireless,KSh 781,"KSh 1,321",41%,4.1 out of 5,4.1 out of 5(7)
1733,Disaar Argan Oil Of Morocco Anti-wrinkle Face Cream-50ml,KSh 425,KSh 800,47%,5 out of 5,5 out of 5(1)
1734,Bendable Curtain Track Rail 6.7 Meters,"KSh 6,000",,,5 out of 5,5 out of 5(1)
1735,7.5M Measuring Tape Flexible Tape Measure,KSh 390,KSh 700,44%,5 out of 5,5 out of 5(3)
1736,Horizon Nstant Heater - For Hot Shower,"KSh 1,385","KSh 2,500",45%,,
1737,Hobby Fresh Care Shower Gel Marshmallow Coconut,KSh 699,"KSh 1,000",30%,,
1738,Fashion Nursing Pillow- With Headrest,KSh 999,"KSh 1,500",33%,4 out of 5,4 out of 5(7)
1739,Bata Ladies Sandak Shoes,KSh 799,,,5 out of 5,5 out of 5(2)
1740,Boafeng Walkie Talkie Radio With Earpiece (2pcs,"KSh 3,200","KSh 5,000",36%,,
1741,Sport Car Remote Control Car,"KSh 2,099","KSh 3,000",30%,5 out of 5,5 out of 5(1)
1742,Dadico FIVB Leather Volley Ball Size 4,"KSh 1,800",,,5 out of 5,5 out of 5(2)
1743,Bronze Maxi Tone With Cocoa Butter And Honey Extracts,KSh 799,"KSh 1,000",20%,3 out of 5,3 out of 5(1)
1744,Car Diagnostic Scanner OBD2 Check Fault Repair ELM327 Mini OBDII Car Scanner,"KSh 1,099","KSh 1,248",12%,1 out of 5,1 out of 5(1)
1745,Nunix 3 Layer Tier Stainless Steel Dish Drainer Drying Rack,"KSh 2,390","KSh 3,200",25%,,
1746,Fashion EsoGoal Women Convenient Front Zipper Sports Closure Bra,KSh 695,"KSh 1,236",44%,4.3 out of 5,4.3 out of 5(19)
1747,Solarmax 30A Solar Charge Controller 12V 24V Auto PWM  Panel Regulator Home Battery Charger,"KSh 4,000","KSh 7,999",50%,,
1748,Fashion Girls School Back Pack,"KSh 3,499",,,5 out of 5,5 out of 5(2)
1749,Cosmetic Tool Black Handgrip Curling Lashes Eyelash Curler,KSh 193,KSh 384,50%,4.7 out of 5,4.7 out of 5(6)
1750,Fashion Day And Night Driving Glasses Anti Glare,KSh 999,"KSh 1,500",33%,4 out of 5,4 out of 5(3)
1751,Electrical Steel Tape WIRE PULLER,KSh 549 - KSh 589,KSh 800 - KSh 900,35%,,
1752,Mini VGA To HDMI 1080P Full HD Powered Converter,"KSh 1,145","KSh 1,600",28%,4.3 out of 5,4.3 out of 5(3)
1753,Fashion 2Pcs/Set Couple Bracelets  Leather   Men And Women Bracelet,KSh 354,KSh 543,35%,4.1 out of 5,4.1 out of 5(14)
